id,location,username,name
70662916,"Jakarta, Indonesia",AndreasMarbun_,Andreas Marbun
84286851,wivenhoe,tristandawson,Tristan Dawson
845670770747453440,"Portland, OR",Jeffsix11,JAB
3263253388,"London, England",meNabster,theNabster #Doom #Gloom 🔥☠️
1445896096178323461,nan,_tyler_durdn_,Tyler durden
929707165128056832,North Wales,MiftyJackson,💙#NHSblueheart💙Mifty J💙 remembering Katie
376130777,nan,iIazkano,Iñigo Lazkano
366659942,Europe,scott_mac_rae,F**KBoris-vote Tory get Corruption & Dementia Tax
1303458640360243207,nan,GLORI34437209,GloriaMoneo
930093566,Quito,fernandobgt,Fernando Buendia
1425888438574792706,nan,Anggie_Angus,Ħarold Angus
910042105611014144,nan,ShuaibAlitah,shuaib alitah
307278565,Bergamo,Dome689,Dome Buratti
3033589653,"Perpignan, France",aranaudaniel,Daniel Charbonniere 🌺
1445589009690882053,nan,Bill13887141,Bill
298000830,Cape Town,Brandon_degee,BranDolly Parton 🇵🇸🏳️‍🌈
832032916523859968,"Florida, USA",EdJarring,Ed Jarrin
557413440,Uruguay,AliciaAlgar,Alicia
16420692,nan,Catman_Rilea,Donald Rilea
218999041,Minneapolis,d_feldman,Daniel Feldman
3834057442,nan,AWelzandt,Alicja Narodowa
771643144727240708,Metaverse,StelliesMafia,JSΞ₿OSS
966933772733173760,Switzerland,Ominsey,Ominsey v2021.36.5.8
430326858,"Georgia, USA",Progress99vs1,IngridProgess99vs1
3329873547,England,GailStubbins,Gail Stubbins
1099314585813827584,Islington North,gard_trudi,Ms Robot (Governed by idiots)
1025872008414937089,nan,whydidfIy,Steve
1691429238,nan,N0GENDER,X-X
1216583057185988608,Way down South,mont71982611,Jim Montgomery
127510675,Cheshire,boddingtonboy,Peter Lees
1728438414,"Międzyrzec Podlaski, Polska",HubertZaniewicz,Hubert Zaniewicz
2970792395,"Eden, NC",RorrerBW,William Rorrer
1304283178669146112,nan,satanysbabys,satany_baby
1389624180807806977,nan,miiiilhooouse,MIIIILHOOOUSE
195502956,villahermosa,quimograndepv,Arquimedes Jesus Perez Perez
1441650070273724416,nan,Viny612,Viny61
1378403106657079311,"Maracaibo, Venezuela",RebecaG37518019,Rebeca Gonzalez
1069225948959174658,nan,sapphireali_,Sapphy🐾
22920024,"ontario, canada",dezsmom,Lee
716311899428753408,nan,RGB3012,RGB
326673287,Newcastle upon Tyne ,kenw6005,ken W
844015567,"Johannesburg, South Africa",Kandi_Krush,Kitty
138109139,"Warsaw, Poland",Mariospin,Mario
503794853,Short Grass Prairie of WY,CarolMaeWY,Carol
1427371108148420610,nan,FlawlessinUSA,FlawlessinUSA
1364090679576551424,nan,ajtgjm111,イクゾウ
732608906153730050,United States,jennyjupite,Jenny J.
1170493661928402944,nan,Ariadna91788573,Ariadna
307159790,nan,Julygil1,JGil
21238575,Metro NY,ethomas3915,ET
2734937419,"New York, NY",RyanHealthNYC,Ryan Health
16041882,"Central Fla, North Pole, AK",kd4wov,Tom KD4WOV
946391209454587904,"London, England",ShaderSupreme,TheShaderSupreme
486899400,"Hamburg, Germany",Krautmaster90,KampfKeks
740813521,"Los Angeles, CA",Gvuntenshire,bret
711831610,nan,dlegge59,Deric Legge
1340036322,nan,LaArrebato,Una tal Amparo
268064436,nan,zaidaorue,Zaida Zulema
1348720537053392902,nan,arto_mentiras,Arto De mentiras
861310518,Sonnenseite der Kieler Förde,Alwin_Werner,Alwin Werner
1103694806319054851,nan,dYu7vug97v2Qcqh,القديم الجديد
58128710,"Rio de Janeiro, Brazil",quelmoreth,Hilary Banks from Rio
1370107094225932288,United States,modeIstark,ɴᴀᴛᴜʀᴀʟ ᴄᴏɴᴛᴇɴᴛ
1881202848,London,TomJ8899,Thomas J
1104110001713496071,nan,PLovestheTruth,⚡️💞🕊✝️Love the Truth✝️🕊💞⚡️
24681478,"Philadelphia, PA",RadioRobyn,Robyn M
847165598064934912,Accra - Ghana,LastHour_GH,PORN DADDY😊
1072932763823734784,nan,pequenacoronela,PequeñaCoronela
122589350,"Machesney Park, IL",EdgeOfReason42,LakiDaziKal
1000786635083145216,L2 psycho🗒,lucybln1,𝓁𝓊𝒸𝓎
1423361633536126985,"Manchester, England",moonyaradz,Munyaradzi
992465245879742464,nan,adventure145,adventure145
257748676,"Wendell, NC",T_Drummo,"Mattie Goodson, MLS(ASCP) 👫🏻👶🏼🅾️"
974001532168474624,nan,EdnaJ86394207,EdnaJ
1092376374487207936,nan,GuyenotS,Racines🇨🇵🇨🇵🇨🇵
18938376,"Rochester, NY",RBJdaily,RBJ
1429405417302540294,nan,AL3XX3LA,_Alex_Alex_
2891197923,Napoli,davidelgaudio,Davide
1386005042780647428,nan,MichelleMukasa,Michelle Mukasa
1219772107124547584,"Paty do Alferes, Brasil",MariaCl26328392,@Maria Clara
3345786513,Fuerte Tiuna- El Valle.,sedefanb,SEDEFANB
1417880449691574275,nan,GrosPlc,PLC Gros
1332140730190622720,"Zulia, Venezuela",davidjose_1998,刀丹V工刀 Ｊ口ちモ
151982087,Venezuela (tachira),josemarxlenin,#Josemarxlenin
2907740134,"South Elgin, IL",slinkers5,Slinky5-Goku’s Mom
219520718,"St Louis, MO",AuntGaby,Gabe Thacker
833398495738478592,France régénération,RLFranceJohnZ,Lavertisseur français
1023510915826823168,azul y amarillo la neni 💙💛,luimeliaaa,aviv 🃏
4780238270,nan,SalvadorOlguin4,Salvador Olguin
1402714602434084873,nan,be_folks,BeKindFolks
133354942,UK,Ramblingproses,Rosemary 💙
1455931411857297416,nan,BaroniFlavio,Flavio Baroni
1450179230600515585,Great Free State of Texas,GreatMer1ca,Merica!!
1445331983333199873,nan,HJCKMFU,M🌱🏴󠁧󠁢󠁳󠁣󠁴󠁿
1465259891623448580,nan,JuanMa05922317,Por la Andalucía del Cambio 💱
1370665169186078722,"Collingham, England",CoganSheamus,Shea Cogan 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇪⛳🥊
301077211,nan,phil_saillard,Philippe Saillard
853640815025033220,"Polska, Mazowsze",beatax088,Beata Kowalczyk #SilniRazem
184853651,Toronto gyal,JenniferLiaXi,Jennifer Wu
1119310786969702400,nan,hmrhema,Captain M
832413526857625600,"Rocklin, CA",sam_marieee,Samantha Guerin
824677546377826305,nan,JamesKAArcher,James Archer #Scrap The NHS Bill
1244877794,nan,AstraLaMMB1,Simeon AstraLa
2926136996,"Toronto, ON",GasPriceWizard,Dan McTeague
1186217999201636352,nan,aztencr,Azat
965450311300239365,"Racine, WI",Coolranch4lyfe,Lee carvello’s putting challenge
812736694512472065,nan,DeniseHutton7,Denise Hutton
1463494484117753856,"Indi, India",REAL_BLEW625,💎Real💎Blew 💎Cosmetics 💎
385113402,nan,LeonLSutton,Leon L. Sutton
373039958,"Harrisonburg, VA",Sighdell,Jennifer Conrad Seidel
1372978479365505027,"Ile-de-France, France",DominiqueElisa5,Dominique Elisabeth 🏴‍☠️😋🧠🥕🥕🥕
26333180,Slovenia,TomKoncan,Tomaz Koncan
2392247028,nan,ItsBeez419,Beez
73941760,Canada,farhanarawji,Farhana Rawji
1440716129563934722,"Georgia, USA",gagardener2021,G M
4867689869,buffalo. ,isha_symone,🌙✨
243013005,"Melbourne, Victoria",sanilrege,Sanil Rege
4784516659,Poznań,szymis97,Szymon Miś
1245757386020831232,nan,Loozinmyrelijun,Wynne (not Wayne)
829104120657223681,Location,SillyGist,Silly Gist™®️
2517960438,New Jersey,iamlamarcarter,Lamar Carter
1950071990,nan,renalexchange,Renal Exchange
720236086195171328,nan,CappyMorhoun,Patrick Clancy
1319594374003646471,nan,AlessandroVi69,AlessandroVi69
322138978,"New Haven, CT",j_kalla,Josh Kalla
1195430957635047424,nan,Gemini29Twin,GeminiTwin
59549134,google es selbst,sonjariedemann,Sonja Name hier auch egal
1188441860894855168,nan,denis_mongin,Denis Mongin
2195774339,Dominican Republic,RugeLeonel,#ForoGlobalCasaCampo
564865163,Boadilla del Monte,Mariaperezpere,Maria Rodriguez Pere♥️💛💜
1406809750445039616,"Beverly Hills, CA",ShivaDiva45,Shiva Bagheri
1376553464365379596,UK,ChrisMasonView2,Chris Mason
1325472345004400645,nan,JeffBro47421173,Jeff
1365413294413131780,"Brighton, England",Paul_aquablue,Paul e #KBF #bbcnews #DeleteTheApp
425702545,nan,Dermside,Dermside
999195768752889857,@GlobalGov_IHEID  @IHEID,CarolynDeere,Carolyn Deere Birkbeck
109903866,nan,Batsul_New,Batsul New
900611094460465153,FarFarAway,GBates76034889,UnicornsAreReal
1325863991630032900,nan,allen_norris,ALLEN NORRIS
431494947,nan,LynOReilly,Lyn O'Reilly
1458850548715864064,nan,DunstanShields,Dunstan-Shields
28037218,nan,Vincent_5,Vincent
3246100612,"Warszawa, Polska",the_pogarda,Pogarda #Orwell2021
770400719404924928,nan,speculari78,Walter Wilson
48014371,nan,MoonGin2100,Moon Gin Still Zen
1210568521375191041,nan,mother450618336,mother4@
962663499129409540,Lee aquí el último #TEVDA 👇,TrasElValle_OBC,Tras el valle de Aranaz
2832583525,USA,VinnMo,Vinnie Moran
2782125268,"New Jersey, USA",RLSeikel,Beck Seikel
711499559,"Lymington, England",FigginsM,mark figgins
850397032514805760,nan,angrytwinsmom,Angrytwinsmom
1092842489676001280,nan,ReneRook1,Rene Rook
1386264177145262080,"England, United Kingdom",CalebMiles20,Caleb Miles
39060041,"Durban, South Africa",GooiMielies,Hantie Kruger
254565033,nan,feelsyoung,Carol A
1274746248977924096, England,Geek04405120,Geek #ImDone#Enough Is Enough
955915544250613760,nan,JorgeAbelRosal1,Jorge Abel Rosales Saldaña
705316073894244353,United States,larman1s,Susana
323494888,nan,calebno1,Deborah S Oliver
2846330456,nan,jasonstl,Earths President Elect - ALWAYS use my TITLE!
22226671,"East Lansing, MI",ACMESalesRep,ACME Sales Rep.
1276702718464327681,nan,AngryRN74,(Not As) Angry RN
2319617520,Oklahoma,fr8ctur3,Media's Cynical Skeptic
380993344,"Москва, Россия",AllMarkets,Константин Бочкарев
101878323,nan,Milologist,Emilio
3502038675,United States,BigBluHeart67,shirley lane
761639274747924481,nan,Liruliru_twt,Liruliru 🍀♀️
2422094835,nan,proofsofconcept,nasti 💃🍉
634127491,nan,LyndaE222,Lyndia Edwards
1274999412121645057,"Durban, South Africa",Nkulule14955039,power
757358036998582276,"Nashville, TN",CorkySwift2,Corky Swift
22788514,"Hilo, HI",Foxfieldguy,Robert M.
1224758690244374530,nan,HandshakeMuso,JustaMuso 💙
381123974,"Penela, Portugal",pugwashpz,Nick_DestinoPortugal_Collins
740978373770498048,nan,Enedina37049621,Enedina/❤🌹
135251333,"Putnam, CT",WINYRadio,WINY Radio
2166293276,Kingston ON CANADA,ktownnow,Kingston Now 🎯🇨🇦
3057445744,nan,luzamparotama11,luz amparo tamayo
1237840644103475200,nan,RSWANG6,RSWANG
18906389,Seattle,anniesearle,The Risk Detective
1169453244919287809,"Rio de Janeiro, Brazil",LopesCardoso281,Fernando Henrique Lopes Cardoso
1176068251434070016,"Ripollet, España",Hermini75494223,herminio💚🇪🇸🇻🇪💚
1201279382263873537,nan,Druidston,Druidston
62011336,nan,kaiol0gy,Midnight cocoa bean.
1308348141507407879,nan,corona19_stats,Covid Stats
1432687278980280325,Zimbabwe,Gonzomuduri,Gonzo Muduri
896117540,United Kingdom,ShockOfObvious,Karim Malik
1389270707968880641,nan,zentuintje,Renate
2975225778,Scotland,AwTroon,Porridge Drawers 🏴󠁧󠁢󠁳󠁣󠁴󠁿
931934334491201536,in my office,SPEEDofSOUND321,🅱️
1387326927556464640,nan,Lopmar13,Lopmar
17400044,I sây,teppdude,Ze têppdنde 🌶🌶
109955923,nan,jimineuropa,Pangur Bán
230495406,"Boston, MA",benbrownsteiner,Benjamin Brown-Steiner
978828212649283585,Ontario,HomeWorldof,worldof_home 🌸
228008865,Cambridge,MHartleyJones,Martin Jones
1247001940799770627,nan,blusavinho,Maria🦩
908610900264980480,nan,Celine_at_Paris,Céline
2283777522,nan,17Sparky,Sparkles
1371433263013711876,nan,Dax87645272,Dax
18987924,"London, England",simonjward,Simon Ward
870693087227461635,"León, Guanajuato",clubleonfemenil,Club León Femenil
286348171,California,ajwottrich,AJW2
831800001781186560,"Pays de la Loire, France",corinnecadoret,Purdey 🟥 carré régalien🍓🍓🖍️🖍️🚣‍♀️🚣‍♀️🪒🪒
16336618,nan,colin_e,colin_e 💙
2263370412,nan,wildmarshphoto,Wild Marsh Products
1465025505640525825,nan,Kayaaa58,Samet saka
1273261134410366978,nan,nmtm1970,Havoc - 📵
497732221,nan,gogetemboy1969,comfy sofa
1335752966347890688,Southeastern US. 🇺🇸,2020_wth,Oh snap! Beaglegate 🐾🐶🐾
3226565178,United States,OutNow45,Jerry
1148151956,"Huntington, WV",meryn1977,Jeremiah Williamson
19663485,Portugal,Record_Portugal,Diário Record
1655209326,Earth,nik_eni,Dom Maverick 🇺🇲🇳🇬
2365966777,philippines,SHAJA27,qu(Y)ESti(N)On
2754433686,"Roma, Lazio",skybash_,Bash
72379126,Cwmbran South Wales,beefyfarmer,Andrew Bevan gab.com/beefyfarmer
1435194152384409606,nan,Fff1175942,Fff
1425115633700720643,nan,bellapup2,bellapup
2975180616,Maralago,impeachedahole,Twice Impeached 🍑🍑
1236735035383984128,"München, Bayern",Stina2312,Stina
1427442063717584901,nan,americanmkultra,iosua
1328100870576365569,Texas,HappyTrumpLost1,HappyTrumpLost
20841895,"Hackney Wick, east London, UK",hackneywick,Hackney Wick
1515157003,United States,22BVTemps,BVTemps
309851126,United States,waltjordan,walt jordan
1462821825042337798,nan,DavidMi35733797,David Michael’s
1318624754,"Kansas City, MO",CaitlinBuswell,Caitlin Buswell
700290448,"Rio de Janeiro, Brasil",WendelPaschoal,choalpas
114445888,Canada,Lauralee2104,Laura-Lee Rahn
398455202,"Surrey, BC CANADA",anitahuberman,Anita Huberman
2980939147,nan,Berthe_CELIER,Berthe CELIER
3279034309,Los Angeles,DangThatJoe,Mid-Level Hannukah Jew
88387950,Sydney,SimonChapman6,💉Simon Chapman AO💉
1325876246648147972,nan,cebelica4,cebelica
226675191,2 CHARENTES 16/17 + LA LUNE,PaflaragePaf,PAFLARAGE🔻 🕊 🤍 🍀 ✨ 🐘On naît tous Marcel 🐘 ✨
205368519,New Westminster BC Canada,ljfawkes,leslie fawkes
1175828911403479042,"Torreón, Coahuila de Zaragoza",PatrickBraas,Patrick
484908507,nan,SullivanNigel,nigel sullivan
593966072,nan,robreg1,Roberto Reggiani
1461060085208260610,nan,jackhafner33,jack hafner
855399738,Utopia ( ˘˘̯) ( ˘˘̯),tha_strummer,Chisom' (ò.̯Ó)
1352706971368116225,The Netherlands,Investorfredom,ImreNL
3388270265,Uk ,Markyoiler,💎Marky💎
1420777559780990980,nan,WieslawS40,Wieslaw S.
1166984651791114240,"North West, England",CaroleC39136307,C Campbell
932003018,"Peterborough, England",editsupp,John Maslen
1309960784785465344,Richmond,AmanSinghNDP,Aman Singh
31595149,318.,DDARERICK,THICC&SMILING
109111001,nan,machadolac,Dr. Luciana Machado
1277231339754778624,BTS ke 💗 mein rehte hain🥰‼️,JE0NCIAGA,ًs̾ujii⁷🌙JIN D-2
1242481949437919233,nan,GibelliniPaolo,Paolo Gibellini
291509269,Argentina,jimenita_rod,DoñaJimena
1408085068455743493,nan,Fred99825248,Fred
2210650662,Bogor; Gunung gede ,dasuki_21257,dasuki
2567000938,From 🇹🇩 to Space,primeKillmonger,Njadaka 
70352754,"Marconi House, Dublin 2",lstwrd,The Last Word
1222379294,Vigo - Paris,Mr_Or2,Camarada Or (מנואל) 🦠🔨 ⚫
493698451,"Olathe, KS",FeliciaIsMyWaif,🥩 Zentreya's Meat Slab 🥩
1070756579752972288,Paraguay,m_estado,Menos Estado
393532777,"Johannesburg, South Africa",Dhoodatthang,Zain
1405601270040121344,"Los Angeles, CA",JohnSimon90210,John Simon
110377908,FRANCE,LovephilC,Isa de France
1220465159963054083,Hate the former guy,Desiree_Ahgudo,AwwSayCanUsee
758729592672653312,WV,nancylee2016,America is back!
3224385975,nan,JhdJane,jane h dexter
1353874411523346434,nan,ManuelMLlanos1,Manuel M.Llanos
1015852627685326849,Best Coast,razputinreborn,𝓣𝓸𝓶𝓶𝔂 𝓢𝓪𝓵𝓪𝓶𝓲™
914951870371827713,Barranco,DIRISLimaSur,Diris Lima Sur
491498955,nan,Benellis55Ben,Ben Ellis
1399602105833472001,nan,GKlaren,Göran Klarén
163584472,"East Windsor, NJ",EWindsorPatch,East Windsor Patch
860173738339389440,Michigan,liz_ostrom,LizzyBJammin 🇺🇸 😷
1164921369467019270,"Santiago del Estero, Argentina",NicSal97,❗❗Ⓝ︎Ⓘ︎Ⓒ︎Ⓞ︎Ⓛ︎Ⓐ︎Ⓢ︎❗❗
159241984,"Hopatcong and Sparta, NJ",HopatcongPatch,Hopatcong Patch
1348904144212533248,nan,fem_nr,𝓝𝓪𝔃𝓪 🥥
880443521005649920,nan,CzaplickiRob,Rob Czaplicki
258670333,VANCOUVER B.C.  ,SandraG75405165,Sandra Gagnon
1070061690224603136,@rbe_expert@mastodon.social,rbe_expert,Anti-Fatalist ☭ #BlackFridayStrike
1396393443635642370,nan,Twithole1,The Angel is back 🗨
1099592846,nan,ElainePDX,Elaine
15590925,"Redmond, WA",gamitech,Gabriel Bercea
1461419096059359241,nan,AthenianWalls,Athens Wall
1325166326,"Happytown, USA",cocoaudie,🇺🇸Cocomom🇺🇸
151655222,Westminster,BenKentish,Ben Kentish
1442054986574163968,nan,Samcuran4,Samcuran
1460606825297063941,Everywhere You Want To Be…,mjhempco31,MJHEMPCO3
1449441365293666309,nan,NOT_KUSH_,🧙🏾‍♂️
1344977262,@ the beach,bcollinsk,BC
47461703,Virginia,cspiratos,Con Spiratos
13900252,global RTW digital nomads,soultravelers3,soultravelers3
261392348,nan,KathHodgson,Kathy Hodgson 💙 #FBPE
564922280,Europe,artbyailbhe,Ailbhe Leamy
1271151364849221633,"Bizkaia, Gipuzkoa eta Araba",covideuskal,Long Covid EUSKAL HERRIA🍀
1100361899848450048,nan,AgataK08515769,Agata K
801858257367142400,CDMX,OJPR_MD,Oscar
1281251462941720577,nan,LisetteChesshi1,Lisette Chesshire
871878763,"Barcelona, República Catalana ",Yosutumaka,Jesús
97745384,"Oaxaca, México",gmezfrancisco,Francisco Gòmez
1403098802,دولة الاسلام,gentelman676,F❤️C💙B Mohammad Laporta
1456717469834485776,nan,pierredrilecto,pierredrilecto
479451157,"Central West NSW, Australia",HeidiRookyard,Heidi Rookyard
876558081026600963,🌎of Mystery,Norberta36,"Norby, Truth Seeking Dragon"
1403501911823859712,nan,N0TW0KE,SicKandTireD
2910178116,"rue de Bellechasse 68, Paris",citioyenlibre,citoyenlibre 🐝
22924291,"Seattle, WA",rrnunez,Ramón Núñez BLACKS LIVES MATTER
983939303138103296,"Accra, Ghana",AtaaOkai,Nii Okai
2185333362,Alberta,jiwillia_jim,jim williamson
1212385575249956864,nan,U8886F35mIn7slZ,民部少輔(弥三郎)景政
825097538101391360,United States,Jameson34365076,Jameson
815281266165739521,nan,MariaVa14959703,Maria Valeria
2851731436,UK,GroundedBlue,The Blue One
734096400271704064,Boston. ,f_taggart,Nocturnal Emissions - Papa Jim
388641616,young justice hours: ON,oojoonieh,𝓮𝓶⚡️#KeepBingingYJ
1288347721552674816,"Vancouver, British Columbia",ubcvancouverliu,天涯行客
1021501764036698115,nan,SonBurness,Ronald Son Of James Burness
187204020,nomadic ,annmfreeman,ann freeman
1029508151899508736,"New York, NY",AxelRConcepcio1,Axel R. Concepcion
718881592010280961,53.4631° N x 2.2913° W,M0hau_,Mo
587517277,Portugal,K0dAs,Zé Estoiro
53297006,Ciudad de pobres corazones,JuanFra_94,JuanFra
1252030423057657857,nan,Scott93672704,Scott
709294370155933697,nan,KyleTrainEmoji,Kyle 🚄
71021024,"Monterrey, México",EricTamezNews,Eric Tamez 🇲🇽🏳️‍🌈🇪🇸
1289913730634067970,"Paris, France",Vininho13159831,Lorenzo Tejada
1342010069609639939,Canada/USA,Steph_NStuff,🎂🎊 Steph's Existential Birthday Bash 🎊🎂
263348752,Mordor,Ati3692,عاطفه
1443620051790274561,nan,fenci20211,fenci2021
29324390,nan,LederHals,Leder Hals
753584452417224704,nan,DisasterAreaPP,(((George))) 🇬🇧 🇺🇸 💚
631841880,"Santa Monica, CA",KristiSesh31,Kristinah
1457901918387376128,nan,theREALMJpain,MJPain
19440863,"Gadigal & Wangal land, Sydney",jjbw,jonathan jb webb
575535839,"Texas, USA",EvelineGnabasik,Eveline G. Bethune
1339996790783946753,United Kingdom,GillSharp5,Gill.Sharp
878286127,BK BABY ,fufukween,Tenneh
254446360,🌌,amobeirne,Anne
1181699885587935232,United Kingdom,KarlSinclair10,BoSquiddley
1243017436737277952,"Kentucky, USA",JudiABates,Judi
1187768093210271750,nan,FerreiraSandri7,Ferreira Sandrine
2611179573,nan,the_gipp,thegipper
2902308616,nan,Anox_Web,Web 2.0
210157054,"near Tampa, FL",Sarah_H115,Sarah H
1644167082,"Chicago, IL",buchleraustin,KaBA
112867412,"Abuja, Nigeria",babybunorangel,Wealthy Lady
1400082852126113794,Barcelona,BrosaSergio,Sergio Brosa
147393852,Gadigal Land. Sydney Australia,whereisdaz,Dr Darren Saunders
723942722,nan,Gandalfswand,King Monkey
1393213234665099265,Not Hull.,Beerdri01118796,Beerdrinker
